EmployeeID,Age,Gender,Education,Department,JobRole,Salary,YearsAtCompany,WorkLifeBalance,TrainingHours,PerformanceRating,Attrition
3558,37,Female,PhD,Sales,Sales Manager,65830,18,2,4,4,No
3559,54,Male,Bachelors,Customer Support,Support Executive,130105,23,1,4,5,No
3560,44,Male,Masters,Operations,Operations Executive,120625,24,1,9,3,No
3561,47,Male,MBA,Marketing,Marketing Executive,33729,2,2,2,5,No
3562,42,Male,Bachelors,Finance,Finance Manager,136291,5,4,5,1,No
3563,54,Female,PhD,Sales,Sales Manager,139846,21,2,4,3,No
3564,28,Female,Bachelors,Customer Support,Support Manager,74427,11,4,6,1,Yes
3565,51,Female,Masters,Customer Support,Support Executive,92720,22,4,6,4,Yes
3566,34,Male,PhD,HR,HR Executive,50273,0,1,4,5,No
3567,31,Male,PhD,Operations,Operations Executive,30023,18,1,4,5,No
3568,44,Female,PhD,Operations,Operations Manager,36991,2,1,4,4,No
3569,49,Female,PhD,Customer Support,Support Executive,126301,24,3,5,3,No
3570,28,Male,Masters,IT,System Engineer,135575,21,3,2,2,No
3571,46,Female,Masters,Marketing,Marketing Executive,57179,15,4,4,1,No
3572,38,Female,Masters,Finance,Accountant,49466,18,3,6,4,No
3573,37,Female,Bachelors,IT,System Engineer,137981,18,4,2,3,No
3574,40,Male,Bachelors,Finance,Finance Manager,64140,18,2,0,4,No
3575,31,Male,MBA,HR,HR Executive,146430,14,4,9,5,No
3576,30,Female,PhD,Finance,Finance Analyst,141465,19,1,2,3,No
3577,41,Male,Bachelors,Operations,Logistics Coordinator,95671,16,3,5,5,Yes
3578,43,Female,Masters,HR,HR Manager,72950,3,3,6,2,No
3579,49,Male,Bachelors,IT,System Engineer,96605,8,1,4,3,No
3580,47,Male,PhD,Finance,Finance Manager,138375,3,2,9,5,No
3581,33,Male,MBA,Operations,Logistics Coordinator,99035,19,1,9,3,Yes
3582,54,Female,Bachelors,Sales,Account Manager,31813,14,2,3,1,Yes
3583,44,Male,MBA,Operations,Operations Manager,117292,20,1,9,3,No
3584,53,Female,MBA,Sales,Sales Manager,35447,17,3,9,2,No
3585,23,Male,MBA,HR,HR Manager,28228,13,1,9,4,No
3586,34,Female,PhD,Operations,Logistics Coordinator,77986,7,4,0,4,No
3587,52,Male,PhD,IT,System Engineer,86467,5,4,3,1,No
3588,58,Female,Bachelors,Marketing,Marketing Executive,144156,9,2,0,5,No
3589,43,Male,MBA,Customer Support,Support Manager,72612,23,2,8,3,Yes
3590,24,Male,MBA,Customer Support,Support Manager,41944,5,2,0,1,No
3591,58,Male,MBA,Sales,Account Manager,127684,0,4,9,2,No
3592,58,Male,PhD,HR,Recruiter,132425,7,2,7,1,Yes
3593,44,Male,Masters,Customer Support,Support Executive,142211,17,4,6,5,No
3594,29,Female,MBA,Marketing,SEO Specialist,34092,7,2,6,2,No
3595,44,Male,PhD,IT,IT Manager,112945,14,2,5,1,No
3596,59,Male,MBA,Sales,Sales Executive,37754,4,4,1,4,No
3597,23,Female,PhD,Customer Support,Support Manager,85484,22,1,6,3,Yes
3598,35,Female,MBA,Finance,Accountant,88828,11,1,4,1,No
3599,21,Female,Bachelors,Finance,Finance Manager,137067,2,4,4,1,Yes
3600,27,Male,MBA,IT,Data Analyst,87421,19,1,2,3,No
3601,38,Male,Bachelors,HR,HR Executive,120122,17,2,6,5,Yes
3602,38,Male,Bachelors,Operations,Operations Executive,99011,17,3,3,1,No
3603,59,Female,MBA,Customer Support,Support Executive,75791,3,3,7,4,Yes
3604,38,Male,MBA,Customer Support,Support Executive,135366,4,1,8,3,No
3605,46,Female,Masters,IT,System Engineer,103743,6,4,5,3,No
3606,31,Female,PhD,Customer Support,Support Manager,106013,6,3,0,3,No
3607,47,Male,PhD,Marketing,SEO Specialist,73176,10,1,9,3,No
3608,56,Female,PhD,IT,Developer,136233,22,1,4,1,No
3609,26,Female,MBA,Sales,Sales Executive,130771,14,3,1,5,No
3610,52,Male,PhD,Sales,Account Manager,67016,17,3,4,4,No
3611,27,Male,Masters,IT,Developer,95457,21,2,7,2,No
3612,47,Female,MBA,Sales,Sales Manager,116069,11,4,1,1,Yes
3613,37,Female,Masters,HR,HR Executive,98497,24,3,8,3,No
3614,25,Female,Masters,Sales,Sales Manager,138779,21,3,2,2,No
3615,23,Male,Masters,Operations,Operations Manager,115655,7,3,6,3,No
3616,28,Male,MBA,Customer Support,Support Executive,140480,16,4,1,5,No
3617,43,Male,PhD,Finance,Finance Manager,91484,7,2,4,2,No
3618,24,Male,Bachelors,Customer Support,Support Manager,50539,7,2,1,5,Yes
3619,27,Male,PhD,Finance,Finance Manager,106402,22,4,2,2,No
3620,25,Female,Bachelors,Finance,Finance Manager,138818,11,1,3,1,No
3621,31,Female,Bachelors,Sales,Sales Executive,131331,1,4,8,2,No
3622,47,Male,PhD,Marketing,Marketing Executive,128197,8,1,4,2,No
3623,41,Female,MBA,HR,Recruiter,43246,10,4,4,3,No
3624,31,Female,Bachelors,Marketing,Marketing Manager,32235,9,2,3,2,No
3625,43,Female,Bachelors,Sales,Account Manager,89107,24,4,1,5,No
3626,48,Female,Bachelors,Customer Support,Support Manager,47523,6,4,4,3,No
3627,49,Male,Bachelors,IT,IT Manager,131054,12,1,1,1,No
3628,33,Female,Bachelors,HR,Recruiter,119365,11,1,9,5,Yes
3629,29,Male,MBA,Operations,Operations Executive,58971,7,4,4,1,No
3630,31,Male,PhD,Marketing,Marketing Manager,62853,3,4,6,4,No
3631,55,Male,Masters,IT,System Engineer,48241,2,1,4,4,No
3632,44,Female,Bachelors,Customer Support,Support Manager,85675,4,3,4,5,No
3633,35,Male,Masters,Customer Support,Support Manager,43422,24,4,6,4,No
3634,46,Male,Bachelors,Operations,Logistics Coordinator,124691,1,3,8,2,No
3635,32,Female,Bachelors,Marketing,SEO Specialist,69380,15,3,4,3,No
3636,33,Female,MBA,Sales,Account Manager,101509,5,3,8,1,No
3637,28,Female,MBA,Customer Support,Support Manager,46662,10,1,2,3,No
3638,54,Female,MBA,Marketing,Marketing Manager,64854,18,1,9,5,No
3639,49,Female,MBA,HR,HR Executive,52500,13,3,5,1,No
3640,23,Female,Bachelors,Sales,Sales Manager,51870,19,3,7,5,No
3641,57,Female,MBA,Operations,Operations Executive,64222,13,1,2,1,Yes
3642,23,Male,MBA,Marketing,SEO Specialist,83175,0,3,7,1,No
3643,57,Male,MBA,HR,HR Executive,55322,20,2,5,1,Yes
3644,29,Male,MBA,Marketing,Marketing Executive,25188,6,2,6,2,No
3645,25,Female,Bachelors,HR,HR Executive,146747,5,1,3,5,No
3646,42,Female,PhD,Marketing,Marketing Executive,144934,13,4,2,5,No
3647,32,Male,Masters,Customer Support,Support Manager,74614,19,4,1,1,No
3648,55,Female,PhD,Customer Support,Support Manager,85833,3,2,4,2,Yes
3649,37,Female,Bachelors,HR,HR Manager,79130,5,2,7,2,Yes
3650,37,Female,MBA,Operations,Operations Manager,60389,1,2,4,4,No
3651,59,Female,PhD,Operations,Operations Manager,146793,12,3,0,1,No
3652,56,Male,PhD,Marketing,Marketing Executive,89400,8,2,3,4,Yes
3653,24,Male,MBA,Finance,Finance Manager,111961,23,4,9,2,No
3654,33,Male,MBA,Sales,Sales Executive,60141,21,1,5,3,No
3655,26,Female,MBA,IT,Data Analyst,31992,2,1,4,3,Yes
3656,30,Male,MBA,Customer Support,Support Manager,30081,22,2,0,2,Yes
3657,49,Male,Masters,HR,Recruiter,29302,17,2,1,4,No
3658,25,Female,MBA,Marketing,Marketing Executive,71775,21,4,7,3,Yes
3659,48,Female,Bachelors,HR,Recruiter,38583,10,2,6,1,No
3660,29,Male,Bachelors,IT,IT Manager,49330,4,1,9,2,No
3661,57,Female,Masters,IT,System Engineer,40473,8,4,6,4,Yes
3662,50,Male,Bachelors,IT,Data Analyst,59470,19,2,7,2,No
3663,25,Male,PhD,Sales,Sales Manager,139953,2,1,1,3,No
3664,48,Male,MBA,Operations,Logistics Coordinator,66060,22,3,8,2,No
3665,23,Male,PhD,Sales,Account Manager,36996,21,4,5,5,Yes
3666,40,Female,PhD,Operations,Operations Executive,124851,19,4,5,5,No
3667,29,Male,MBA,Operations,Logistics Coordinator,49727,9,2,4,2,No
3668,58,Male,MBA,Finance,Finance Analyst,51755,23,4,9,3,No
3669,27,Female,MBA,Sales,Sales Executive,43103,20,3,1,3,No
3670,28,Male,Masters,Customer Support,Support Manager,62877,22,1,8,5,No
3671,40,Female,PhD,Finance,Accountant,41025,7,1,0,2,No
3672,32,Female,MBA,Sales,Account Manager,60662,24,3,2,1,No
3673,40,Male,PhD,Finance,Finance Analyst,92342,4,3,7,4,No
3674,56,Female,PhD,Marketing,SEO Specialist,41225,16,1,1,1,Yes
3675,42,Female,Bachelors,Operations,Operations Manager,94730,14,3,3,1,Yes
3676,37,Female,Masters,Sales,Account Manager,88884,3,3,3,1,No
3677,44,Female,PhD,Operations,Logistics Coordinator,37531,16,1,0,3,No
3678,54,Female,PhD,Customer Support,Support Executive,91708,21,1,1,2,Yes
3679,29,Female,Bachelors,Operations,Operations Executive,32902,1,2,6,4,Yes
3680,55,Male,PhD,Customer Support,Support Executive,102358,14,3,2,5,No
3681,22,Female,Masters,Operations,Operations Manager,78130,24,1,2,1,No
3682,42,Male,Masters,Marketing,Marketing Manager,145279,7,3,3,1,No
3683,44,Male,MBA,Finance,Accountant,73429,17,4,0,2,No
3684,51,Male,Masters,IT,Data Analyst,39316,19,4,1,3,No
3685,46,Male,Bachelors,IT,IT Manager,85962,11,4,4,1,No
3686,49,Female,Masters,HR,Recruiter,107142,7,3,3,1,No
3687,51,Female,MBA,Operations,Logistics Coordinator,105383,20,2,8,3,Yes
3688,42,Female,Bachelors,HR,HR Executive,82908,22,3,4,3,No
3689,55,Male,Bachelors,Customer Support,Support Executive,105119,4,3,3,5,No
3690,23,Male,Bachelors,IT,Data Analyst,38268,12,3,6,3,No
3691,23,Male,PhD,Marketing,Marketing Manager,118523,15,1,8,4,Yes
3692,21,Female,PhD,Finance,Finance Analyst,69326,19,4,7,1,No
3693,22,Male,Bachelors,Marketing,Marketing Executive,132988,9,4,6,2,No
3694,41,Female,Bachelors,IT,Data Analyst,46205,16,4,9,3,No
3695,39,Female,Masters,Operations,Operations Executive,84892,19,4,5,2,No
3696,59,Male,MBA,Customer Support,Support Manager,43968,1,3,4,4,No
3697,57,Female,Masters,Customer Support,Support Manager,84610,4,1,8,4,No
3698,49,Female,Bachelors,HR,HR Executive,140429,2,2,7,3,Yes
3699,49,Male,PhD,IT,System Engineer,65492,7,3,6,1,Yes
3700,43,Female,Masters,Sales,Sales Executive,118991,1,2,9,1,No
3701,26,Female,Masters,Marketing,Marketing Executive,126410,15,3,8,2,No
3702,57,Female,PhD,IT,Developer,77934,17,2,1,2,No
3703,37,Female,Bachelors,Marketing,Marketing Executive,79488,21,3,5,5,No
3704,24,Female,PhD,Marketing,Marketing Executive,34782,24,1,1,2,No
3705,26,Male,MBA,Finance,Accountant,33273,19,3,8,2,No
3706,50,Male,Bachelors,Operations,Operations Manager,115106,0,3,8,2,Yes
3707,22,Male,Bachelors,Marketing,Marketing Executive,98795,11,2,5,2,No
3708,39,Female,MBA,Finance,Finance Manager,67779,2,3,0,1,No
3709,37,Female,Bachelors,IT,Developer,125925,8,2,1,3,No
3710,25,Male,Bachelors,Finance,Finance Manager,140456,10,3,1,5,No
3711,22,Male,Bachelors,Operations,Logistics Coordinator,65850,2,4,2,4,No
3712,45,Female,PhD,HR,HR Executive,117727,17,4,7,3,No
3713,34,Male,MBA,IT,Developer,76243,14,4,0,1,No
3714,36,Female,Bachelors,Finance,Finance Manager,147351,3,3,8,2,Yes
3715,37,Female,PhD,IT,Developer,45840,24,3,3,2,No
3716,40,Male,PhD,Customer Support,Support Manager,35354,19,4,4,1,No
3717,55,Female,MBA,Sales,Sales Executive,136133,21,4,4,4,No
3718,43,Female,Bachelors,Marketing,Marketing Executive,96325,23,3,4,2,Yes
3719,51,Female,Masters,Sales,Sales Executive,105379,20,4,3,2,No
3720,25,Male,MBA,IT,Developer,74489,2,4,2,5,No
3721,46,Male,Bachelors,IT,System Engineer,78046,23,4,5,5,No
3722,49,Female,Masters,HR,HR Manager,74410,22,2,7,5,Yes
3723,48,Male,PhD,Finance,Accountant,121271,12,4,8,2,Yes
3724,49,Male,MBA,IT,IT Manager,35664,10,1,7,4,No
3725,28,Male,PhD,HR,Recruiter,80919,9,2,3,3,Yes
3726,28,Male,PhD,IT,IT Manager,60389,6,1,7,2,Yes
3727,49,Female,Bachelors,Customer Support,Support Executive,64210,6,1,4,2,No
3728,48,Female,MBA,Customer Support,Support Executive,146516,4,4,3,1,No
3729,27,Male,Bachelors,IT,System Engineer,50516,6,1,7,5,No
3730,21,Male,Bachelors,Marketing,Marketing Manager,33095,24,4,1,4,Yes
3731,57,Female,Masters,Customer Support,Support Executive,63105,2,3,5,2,Yes
3732,45,Male,Bachelors,Customer Support,Support Executive,106439,16,3,6,2,Yes
3733,33,Female,Masters,Finance,Finance Analyst,36690,19,3,2,5,Yes
3734,43,Female,Bachelors,Marketing,Marketing Executive,67675,4,2,5,2,No
3735,27,Male,MBA,HR,HR Executive,35397,10,1,5,2,No
3736,21,Male,Bachelors,Finance,Finance Manager,134052,1,1,1,5,No
3737,41,Male,MBA,Sales,Sales Manager,92655,1,2,2,3,No
3738,39,Male,MBA,Customer Support,Support Manager,104552,22,4,5,1,No
3739,53,Female,Masters,HR,HR Manager,35748,24,2,5,4,No
3740,38,Female,Bachelors,Operations,Operations Manager,130295,23,1,0,1,Yes
3741,26,Female,Bachelors,HR,HR Manager,144645,4,1,3,2,No
3742,34,Female,Bachelors,Marketing,Marketing Executive,135911,18,1,6,1,Yes
3743,40,Male,PhD,Finance,Finance Analyst,79711,19,1,2,1,No
3744,51,Female,PhD,IT,Data Analyst,58452,13,2,4,4,No
3745,31,Male,MBA,HR,HR Executive,83475,10,4,7,2,Yes
3746,33,Female,Bachelors,Finance,Finance Analyst,95246,7,4,6,1,No
3747,21,Male,Bachelors,Marketing,SEO Specialist,142830,12,2,0,2,No
3748,29,Male,Masters,HR,HR Executive,52973,5,3,7,3,No
3749,26,Male,Masters,Customer Support,Support Manager,143026,2,4,7,5,No
3750,23,Female,Bachelors,Customer Support,Support Manager,65281,13,3,4,1,Yes
3751,57,Female,PhD,Sales,Sales Executive,103117,12,1,5,1,No
3752,46,Female,MBA,Finance,Finance Analyst,41395,17,1,1,4,No
3753,51,Female,Bachelors,Finance,Finance Manager,113717,6,1,0,3,Yes
3754,43,Female,PhD,Finance,Finance Analyst,127334,4,3,7,5,No
3755,45,Male,MBA,Finance,Finance Analyst,91310,5,3,5,3,No
3756,52,Female,PhD,Marketing,SEO Specialist,130728,9,1,6,5,No
3757,42,Female,MBA,HR,HR Manager,35937,6,1,2,1,Yes
3758,35,Male,Bachelors,HR,HR Executive,127546,9,4,2,5,No
3759,34,Male,Masters,Sales,Sales Manager,131390,16,1,1,5,No
3760,34,Female,Bachelors,Operations,Logistics Coordinator,107186,7,3,2,2,No
3761,36,Female,Masters,HR,Recruiter,47365,7,2,0,1,Yes
3762,31,Female,Masters,IT,IT Manager,42677,6,3,3,4,No
3763,30,Male,Bachelors,HR,HR Executive,116964,14,4,1,5,No
3764,32,Female,PhD,Customer Support,Support Manager,98902,12,2,4,2,No
3765,33,Male,Bachelors,Finance,Finance Manager,73229,16,1,1,3,No
3766,22,Female,MBA,Sales,Account Manager,81707,12,2,3,2,No
3767,40,Male,MBA,Finance,Accountant,93642,0,3,5,4,No
3768,49,Male,MBA,Marketing,Marketing Executive,56110,12,1,5,1,No
3769,36,Female,Bachelors,Marketing,Marketing Executive,130476,23,3,9,3,No
3770,29,Female,Masters,Customer Support,Support Executive,73577,11,4,7,5,No
3771,31,Male,MBA,Operations,Operations Manager,52424,19,1,1,1,No
3772,47,Female,Bachelors,Operations,Operations Manager,52941,8,1,5,4,No
3773,56,Female,MBA,Operations,Operations Manager,53698,14,3,8,1,Yes
3774,45,Male,PhD,Customer Support,Support Executive,46949,20,2,7,3,No
3775,32,Male,Masters,IT,Developer,77828,20,3,3,3,Yes
3776,39,Female,Masters,Sales,Sales Executive,48683,16,4,9,4,No
3777,40,Female,PhD,Marketing,Marketing Executive,69036,24,2,1,3,No
3778,32,Female,PhD,Marketing,Marketing Executive,80554,23,4,7,3,Yes
3779,21,Male,MBA,HR,HR Executive,104630,17,4,5,4,No
3780,59,Female,MBA,Marketing,Marketing Manager,145726,24,4,0,2,No
3781,31,Female,MBA,Marketing,SEO Specialist,104834,1,2,0,2,Yes
3782,38,Female,PhD,Sales,Sales Executive,34944,9,1,9,4,No
3783,36,Male,Masters,Operations,Operations Executive,103617,16,2,1,2,No
3784,28,Male,PhD,Marketing,Marketing Executive,76454,4,1,8,2,Yes
3785,35,Female,MBA,Marketing,SEO Specialist,115688,6,3,5,4,No
3786,33,Male,Bachelors,Sales,Sales Executive,116265,17,3,4,4,No
3787,59,Male,MBA,Customer Support,Support Executive,46511,7,2,2,2,Yes
3788,57,Female,Masters,Operations,Operations Executive,86586,12,3,5,5,No
3789,37,Female,PhD,Customer Support,Support Executive,61951,22,1,4,5,Yes
3790,48,Female,Masters,Finance,Finance Analyst,108123,0,3,6,4,No
3791,27,Male,Bachelors,Sales,Account Manager,121596,24,3,1,1,No
3792,33,Male,MBA,HR,HR Executive,80782,2,4,6,1,No
3793,22,Male,Bachelors,Finance,Finance Analyst,82745,20,4,1,5,No
3794,33,Female,Masters,HR,HR Manager,144825,3,2,6,5,Yes
3795,21,Female,MBA,Operations,Operations Executive,46435,18,4,5,5,No
3796,51,Female,Bachelors,Sales,Sales Executive,81138,22,2,9,1,No
3797,57,Female,Bachelors,Customer Support,Support Executive,70369,5,2,8,5,No
3798,34,Female,Masters,HR,Recruiter,43471,8,3,8,2,No
3799,58,Male,MBA,Sales,Sales Manager,31352,6,4,3,5,Yes
3800,47,Male,PhD,Finance,Finance Analyst,58777,15,2,4,4,No
3801,32,Male,Bachelors,Marketing,SEO Specialist,60536,15,1,0,4,No
3802,45,Male,PhD,Operations,Operations Manager,64323,9,1,3,3,No
3803,38,Male,MBA,Operations,Operations Manager,97771,11,1,8,3,No
3804,29,Female,PhD,Operations,Logistics Coordinator,76454,18,2,7,3,No
3805,50,Female,Masters,HR,HR Manager,88458,5,3,1,4,No
3806,25,Female,Bachelors,IT,Developer,87284,11,3,9,3,No
3807,59,Female,Bachelors,Customer Support,Support Manager,147793,24,4,6,3,No
3808,23,Female,MBA,Marketing,Marketing Executive,42007,23,1,0,1,Yes
3809,40,Female,Masters,Operations,Logistics Coordinator,108721,10,2,5,3,No
3810,56,Male,Bachelors,Sales,Account Manager,55288,16,4,0,3,No
3811,51,Male,Bachelors,Customer Support,Support Executive,84584,7,4,5,1,No
3812,27,Female,Masters,Sales,Sales Manager,138627,16,1,7,3,No
3813,30,Male,MBA,Customer Support,Support Executive,113491,11,3,4,5,No
3814,52,Male,MBA,Finance,Accountant,149600,8,2,6,2,No
3815,30,Female,MBA,Operations,Operations Manager,108383,14,1,7,2,No
3816,23,Female,PhD,IT,Developer,74940,24,3,1,5,No
3817,24,Female,MBA,Sales,Sales Executive,137131,16,2,8,5,No
3818,43,Male,PhD,Finance,Finance Analyst,132118,0,2,9,1,No
3819,45,Male,Bachelors,Sales,Sales Manager,139257,12,2,7,3,No
3820,51,Female,Masters,IT,IT Manager,63153,5,3,8,2,No
3821,35,Female,PhD,Operations,Logistics Coordinator,103771,5,2,2,5,No
3822,34,Male,Masters,IT,System Engineer,118503,1,2,6,2,Yes
3823,55,Male,Masters,IT,IT Manager,128793,5,2,0,2,No
3824,42,Male,Masters,HR,HR Manager,59873,24,2,2,3,No
3825,46,Female,Masters,Sales,Account Manager,145076,6,2,6,4,No
3826,43,Female,PhD,HR,HR Manager,102961,2,1,0,5,No
3827,45,Male,Masters,HR,HR Executive,33268,5,1,7,4,No
3828,46,Female,Bachelors,Operations,Logistics Coordinator,119111,13,3,4,1,No
3829,49,Male,MBA,Marketing,Marketing Manager,108194,17,3,5,4,No
3830,53,Female,MBA,Customer Support,Support Executive,27036,2,1,3,4,No
3831,33,Male,PhD,Sales,Sales Manager,26601,19,1,4,5,No
3832,22,Female,PhD,IT,Data Analyst,46858,22,1,2,4,No
3833,53,Female,Masters,Operations,Operations Manager,99263,4,1,6,5,No
3834,25,Male,Masters,Customer Support,Support Executive,88756,18,1,9,5,No
3835,25,Male,PhD,Operations,Operations Manager,99478,0,3,2,3,No
3836,42,Male,Bachelors,HR,HR Manager,35768,15,1,7,4,No
3837,50,Female,Masters,Operations,Logistics Coordinator,122838,10,3,5,1,Yes
3838,26,Male,Masters,Sales,Sales Executive,143129,19,3,1,2,No
3839,51,Male,Bachelors,Sales,Account Manager,91839,12,1,8,5,No
3840,32,Male,Masters,Customer Support,Support Manager,146732,23,2,4,4,No
3841,58,Male,PhD,Operations,Operations Executive,90704,0,1,0,5,No
3842,52,Male,MBA,Customer Support,Support Manager,120971,8,3,4,1,No
3843,57,Female,PhD,Sales,Account Manager,143225,11,1,2,5,No
3844,22,Male,Bachelors,Customer Support,Support Manager,140152,12,3,6,5,No
3845,31,Female,Masters,Sales,Sales Executive,123459,0,3,5,2,No
3846,55,Female,Masters,Finance,Finance Manager,58217,21,2,2,2,Yes
3847,59,Female,Bachelors,Finance,Finance Manager,75551,11,1,7,4,No
3848,38,Female,PhD,Marketing,SEO Specialist,31846,19,2,5,4,Yes
3849,22,Female,Masters,IT,Developer,72697,6,3,7,1,No
3850,34,Male,Masters,IT,System Engineer,148098,7,3,3,5,No
3851,37,Male,Bachelors,Marketing,Marketing Manager,114676,21,2,8,3,No
3852,42,Male,MBA,Operations,Operations Manager,121100,17,3,0,5,No
3853,30,Female,Masters,HR,HR Executive,106052,7,2,7,1,No
3854,52,Female,MBA,IT,Data Analyst,135007,17,4,0,1,No
3855,24,Female,Bachelors,HR,Recruiter,41124,11,3,3,2,No
3856,32,Female,Masters,Finance,Finance Analyst,136426,14,4,6,3,No
3857,26,Female,MBA,Operations,Operations Manager,105041,16,3,4,2,No
3858,35,Female,PhD,HR,Recruiter,139342,1,4,1,3,No
3859,22,Male,PhD,Operations,Operations Executive,127020,2,4,6,3,Yes
3860,46,Female,MBA,Operations,Logistics Coordinator,99233,17,2,4,1,No
3861,43,Female,Masters,Marketing,SEO Specialist,85325,12,3,7,5,No
3862,32,Male,Masters,Marketing,SEO Specialist,84890,16,2,0,3,No
3863,47,Female,PhD,Finance,Accountant,58301,1,3,0,3,No
3864,50,Male,Masters,Marketing,Marketing Executive,44369,9,1,8,2,No
3865,51,Female,MBA,Sales,Sales Manager,97232,14,2,4,5,No
3866,54,Female,Bachelors,Sales,Sales Executive,38366,17,3,9,4,No
3867,26,Male,Masters,IT,Developer,131643,18,4,1,2,Yes
3868,53,Male,MBA,Operations,Operations Manager,83266,22,4,2,4,No
3869,42,Female,Masters,Marketing,Marketing Manager,42288,9,2,9,4,No
3870,39,Female,PhD,HR,HR Executive,27922,22,4,0,5,No
3871,59,Male,Masters,IT,Data Analyst,30575,1,1,2,1,Yes
3872,45,Male,MBA,Sales,Sales Manager,118278,6,2,6,3,No
3873,47,Female,Masters,HR,Recruiter,146708,10,4,1,1,No
3874,32,Male,Masters,IT,Data Analyst,103920,8,3,8,2,No
3875,34,Female,Masters,Sales,Sales Manager,39371,9,4,1,5,No
3876,43,Male,MBA,Operations,Operations Manager,51831,10,1,2,5,No
3877,25,Female,Bachelors,Operations,Operations Executive,28683,12,4,3,4,Yes
3878,40,Male,PhD,HR,HR Executive,141070,0,2,1,4,Yes
3879,23,Male,Bachelors,HR,HR Manager,115375,7,3,4,2,No
3880,22,Male,PhD,HR,Recruiter,103258,22,3,7,3,No
3881,59,Male,PhD,Operations,Logistics Coordinator,82873,14,2,0,4,Yes
3882,47,Female,PhD,HR,Recruiter,27169,16,4,4,2,No
3883,30,Female,PhD,Marketing,SEO Specialist,126768,12,2,6,2,No
3884,38,Male,PhD,Customer Support,Support Executive,49869,5,3,4,1,No
3885,22,Female,MBA,IT,System Engineer,82279,24,1,8,4,No
3886,47,Female,PhD,Sales,Sales Manager,77079,0,4,8,2,No
3887,55,Female,Bachelors,IT,System Engineer,142068,20,3,5,3,No
3888,40,Male,Masters,HR,Recruiter,59531,9,2,0,2,Yes
3889,58,Female,Bachelors,IT,Developer,75578,3,4,0,2,No
3890,37,Female,Masters,Customer Support,Support Executive,81960,13,3,3,2,Yes
3891,53,Female,Masters,Operations,Operations Manager,51287,6,3,5,3,No
3892,46,Female,MBA,Customer Support,Support Manager,110417,24,3,2,4,No
3893,58,Female,PhD,Sales,Sales Manager,50979,12,2,0,3,Yes
3894,25,Female,MBA,Customer Support,Support Manager,32420,3,2,4,5,No
3895,31,Male,Bachelors,Operations,Operations Manager,73162,22,4,3,2,No
3896,41,Male,MBA,Sales,Account Manager,57712,14,1,3,3,No
3897,54,Male,Masters,Customer Support,Support Manager,111532,17,3,9,4,No
3898,27,Female,Masters,Sales,Sales Executive,57961,15,2,1,1,No
3899,35,Male,MBA,Operations,Logistics Coordinator,86012,11,3,8,4,No
3900,22,Male,Bachelors,Marketing,Marketing Manager,102660,6,3,1,1,No
3901,34,Female,MBA,HR,Recruiter,62433,12,1,6,5,No
3902,36,Male,MBA,Operations,Operations Manager,40980,7,2,9,2,Yes
3903,49,Female,MBA,Operations,Logistics Coordinator,115187,17,2,0,5,No
3904,41,Female,MBA,Finance,Finance Analyst,120037,22,1,7,1,No
3905,38,Female,Bachelors,Finance,Accountant,130768,1,4,1,4,No
3906,33,Male,MBA,Finance,Accountant,92881,13,1,3,1,No
3907,57,Male,PhD,HR,HR Executive,34132,14,1,3,4,Yes
3908,46,Male,MBA,IT,Developer,138576,3,3,7,2,No
3909,32,Female,Bachelors,Finance,Finance Manager,100411,5,4,3,4,No
3910,26,Female,Bachelors,Operations,Logistics Coordinator,35001,20,2,8,3,Yes
3911,52,Male,MBA,HR,HR Executive,125778,2,1,2,4,No
3912,35,Female,Masters,Operations,Operations Executive,143683,2,1,5,2,No
3913,42,Male,MBA,Marketing,Marketing Manager,34779,20,3,5,2,No
3914,53,Male,Masters,Operations,Logistics Coordinator,116714,18,1,7,3,No
3915,42,Female,PhD,Finance,Accountant,30758,15,4,9,2,Yes
3916,23,Female,Masters,Customer Support,Support Manager,96814,19,2,1,1,No
3917,30,Female,MBA,Finance,Accountant,45604,8,1,9,4,No
3918,41,Male,MBA,Marketing,Marketing Manager,147838,20,4,8,5,Yes
3919,44,Female,Masters,Operations,Logistics Coordinator,33892,4,2,6,2,Yes
3920,58,Female,PhD,IT,System Engineer,51634,15,2,6,1,No
3921,59,Female,PhD,Sales,Sales Executive,138193,15,3,3,4,No
3922,48,Female,PhD,Operations,Operations Manager,78603,22,1,8,2,No
3923,44,Female,PhD,IT,Data Analyst,53512,3,1,1,5,No
3924,27,Female,MBA,Finance,Accountant,83095,13,2,7,1,No
3925,48,Female,Bachelors,HR,HR Manager,75464,23,3,5,5,No
3926,30,Female,PhD,Finance,Accountant,142496,3,1,8,4,Yes
3927,29,Female,Bachelors,IT,System Engineer,70226,23,1,9,4,No
3928,44,Female,Masters,Finance,Accountant,39171,4,4,4,2,No
3929,23,Male,MBA,Finance,Accountant,112321,3,1,3,5,No
3930,27,Female,Bachelors,IT,Data Analyst,100650,5,1,9,1,No
3931,59,Male,Masters,Customer Support,Support Manager,147939,8,3,2,4,No
3932,32,Female,Masters,HR,Recruiter,60401,6,2,0,1,No
3933,23,Female,Bachelors,Customer Support,Support Manager,139531,15,2,8,4,Yes
3934,23,Female,MBA,Finance,Finance Manager,71500,11,4,3,4,Yes
3935,44,Male,PhD,Customer Support,Support Manager,73198,3,4,8,5,No
